participant_id	cvlt-long_corr	cvlt-long_incorr	cvlt-long_RT
sub-pp003	1.0	0.0	1577.5
sub-pp003	1.0	0.0	1698.2000000001865
sub-pp003	1.0	0.0	1394.2999999998135
sub-pp003	1.0	0.0	1170.0
sub-pp003	1.0	0.0	4819.0
sub-pp003	1.0	0.0	1193.9000000003723
sub-pp003	1.0	0.0	1570.6000000005588
sub-pp003	1.0	0.0	1490.8999999994412
sub-pp003	1.0	0.0	1211.0999999996277
sub-pp003	1.0	0.0	1304.6000000005588
sub-pp003	1.0	0.0	1627.0999999996277
sub-pp003	1.0	0.0	1378.5999999996277
sub-pp003	1.0	0.0	1170.7999999998135
sub-pp003	1.0	0.0	1618.8999999994412
sub-pp003	1.0	0.0	1522.2999999998135
sub-pp003	1.0	0.0	1235.1000000005588
sub-pp003	1.0	0.0	1250.9000000003723
sub-pp003	1.0	0.0	1322.2999999998135
sub-pp003	1.0	0.0	9122.599999999627
sub-pp003	1.0	0.0	1738.1000000005588
sub-pp003	1.0	0.0	1290.2999999998135
sub-pp003	1.0	0.0	1051.4000000003723
sub-pp003	1.0	0.0	6155.700000000186
sub-pp003	1.0	0.0	1362.300000000745
sub-pp003	1.0	0.0	1338.0999999996277
sub-pp003	1.0	0.0	1395.0
sub-pp003	1.0	0.0	1419.0
sub-pp003	1.0	0.0	2139.2999999998137
sub-pp003	1.0	0.0	1146.5
sub-pp003	1.0	0.0	1874.7999999998133
sub-pp003	1.0	0.0	1018.5
sub-pp003	1.0	0.0	1610.4000000003723
sub-pp003	1.0	0.0	1417.9000000003723
sub-pp003	0.0	1.0	1035.4000000003723
sub-pp003	1.0	0.0	1451.2000000001865
sub-pp003	1.0	0.0	1681.7000000001865
sub-pp003	1.0	0.0	1122.2999999998135
sub-pp003	1.0	0.0	1171.4000000003723
sub-pp003	0.0	1.0	1491.0
sub-pp003	1.0	0.0	1842.9000000003723
sub-pp003	1.0	0.0	1394.9000000003723
sub-pp003	1.0	0.0	1338.7999999998135
sub-pp003	1.0	0.0	1268.4000000003723
sub-pp003	1.0	0.0	1268.6000000005588
